0.48640E-04 0.73123E-07 0.00000E+01 190034 0 0 10867 0.22340E+09 0.00000E+01 0.48640E-04 0.00000E+01 0.00000E+01 0
1 4.7688e-05 1.2292e-06 1.2792 0.00032799 4.7688e-05
2 4.845e-05 4.8492e-07 0.70246 0.00018841 4.845e-05
3 4.8782e-05 2.3259e-07 0.47325 0.00011308 4.8782e-05
4 5.0656e-05 1.3051e-06 1.2786 0.00033325 5.0656e-05
5 4.8101e-05 4.7069e-07 0.68679 0.00016474 4.8101e-05
6 4.8289e-05 2.2713e-07 0.46685 0.00011147 4.8289e-05
7 4.8155e-05 1.2213e-06 1.2587 0.00031576 4.8155e-05
8 4.9549e-05 4.9352e-07 0.69907 0.0001634 4.9549e-05
9 4.8364e-05 2.2581e-07 0.46343 0.00010379 4.8364e-05
10 4.7217e-05 1.2167e-06 1.2788 0.00031817 4.7217e-05
11 4.878e-05 4.9983e-07 0.71916 0.00018235 4.878e-05
12 4.8802e-05 2.3225e-07 0.47238 0.00010723 4.8802e-05
13 5.1569e-05 1.3144e-06 1.2649 0.00032169 5.1569e-05
14 4.8774e-05 4.8294e-07 0.69495 0.00015187 4.8774e-05
15 4.8567e-05 2.2758e-07 0.46511 0.00010245 4.8567e-05
16 4.6543e-05 1.23e-06 1.3116 0.00032977 4.6543e-05
17 4.8963e-05 4.9571e-07 0.71057 0.0001686 4.8963e-05
18 4.8605e-05 2.303e-07 0.4703 9.7291e-05 4.8605e-05
19 4.9683e-05 1.2476e-06 1.2462 0.00032853 4.9683e-05
20 4.8974e-05 4.9967e-07 0.71609 0.00018527 4.8974e-05
21 4.8634e-05 2.285e-07 0.46634 0.00010936 4.8634e-05
22 4.7312e-05 1.1852e-06 1.2433 0.00032238 4.7312e-05
23 4.8751e-05 5.0489e-07 0.72688 0.00016764 4.8751e-05
24 4.844e-05 2.3916e-07 0.49006 0.00010919 4.844e-05
25 4.9428e-05 1.2703e-06 1.2755 0.00032439 4.9428e-05
26 4.8397e-05 4.7645e-07 0.69096 0.00017439 4.8397e-05
27 4.8729e-05 2.2761e-07 0.46361 0.00010151 4.8729e-05
28 4.8421e-05 1.2311e-06 1.2618 0.00031841 4.8421e-05
29 4.9082e-05 4.9794e-07 0.71204 0.00018096 4.9082e-05
30 4.9065e-05 2.3183e-07 0.46897 0.00010757 4.9065e-05
31 4.8197e-05 1.242e-06 1.2789 0.00032765 4.8197e-05
32 4.9014e-05 4.881e-07 0.69893 0.00015504 4.9014e-05
33 4.8378e-05 2.3294e-07 0.47792 0.00010718 4.8378e-05
