0.61142E-04 0.91623E-07 0.00000E+01 193114 0 0 10996 0.17970E+09 0.00000E+01 0.61142E-04 0.00000E+01 0.00000E+01 0
1 5.9466e-05 1.5867e-06 1.3349 0.00042679 5.9466e-05
2 6.0967e-05 6.1316e-07 0.71159 0.00023137 6.0967e-05
3 6.1335e-05 2.8632e-07 0.46708 0.00014046 6.1335e-05
4 6.2351e-05 1.6456e-06 1.3204 0.00042281 6.2351e-05
5 6.0512e-05 6.0107e-07 0.7028 0.00020946 6.0512e-05
6 6.08e-05 2.9075e-07 0.47849 0.0001612 6.08e-05
7 5.7416e-05 1.5626e-06 1.3615 0.00042086 5.7416e-05
8 6.173e-05 6.2311e-07 0.71419 0.00019247 6.173e-05
9 6.075e-05 2.8423e-07 0.46814 0.00012716 6.075e-05
10 5.9141e-05 1.5732e-06 1.3309 0.00042382 5.9141e-05
11 6.0726e-05 6.2766e-07 0.7313 0.000213 6.0726e-05
12 6.1415e-05 2.9542e-07 0.48132 0.00012776 6.1415e-05
13 6.4115e-05 1.6823e-06 1.3127 0.0004239 6.4115e-05
14 6.0983e-05 6.1013e-07 0.70787 0.00019935 6.0983e-05
15 6.1137e-05 2.8664e-07 0.46913 0.00012316 6.1137e-05
16 6.0055e-05 1.6134e-06 1.3441 0.00042098 6.0055e-05
17 6.1789e-05 6.2391e-07 0.71442 0.00019939 6.1789e-05
18 6.1134e-05 2.9155e-07 0.47719 0.00012631 6.1134e-05
19 6.1136e-05 1.5695e-06 1.2844 0.00041513 6.1136e-05
20 6.0632e-05 6.3283e-07 0.73847 0.00024117 6.0632e-05
21 6.1876e-05 2.9579e-07 0.47832 0.00014614 6.1876e-05
22 5.9943e-05 1.5423e-06 1.2872 0.00042542 5.9943e-05
23 6.0469e-05 6.353e-07 0.74334 0.00020528 6.0469e-05
24 6.0884e-05 3.0023e-07 0.49341 0.000146 6.0884e-05
25 6.2559e-05 1.6334e-06 1.3063 0.00041652 6.2559e-05
26 6.0487e-05 6.082e-07 0.71142 0.00022551 6.0487e-05
27 6.1061e-05 2.8634e-07 0.46923 0.00012912 6.1061e-05
28 6.0679e-05 1.569e-06 1.2937 0.00041764 6.0679e-05
29 6.1645e-05 6.3692e-07 0.73103 0.00023351 6.1645e-05
30 6.1693e-05 2.9723e-07 0.48208 0.00013914 6.1693e-05
31 6.1489e-05 1.62e-06 1.3181 0.00043025 6.1489e-05
32 6.1701e-05 6.1027e-07 0.69981 0.00018924 6.1701e-05
33 6.08e-05 2.8769e-07 0.47345 0.00013892 6.08e-05
